scenario_id,n_clusters,n_nodes,node_id,x,y
76,6,69,6,49.1592,273.099
76,6,69,7,76.6426,391.873
76,6,69,8,113.471,381.113
76,6,69,9,92.7512,482.666
76,6,69,10,211.874,14.6985
76,6,69,11,428.252,62.7165
76,6,69,12,169.842,593.569
76,6,69,13,301.095,189.399
76,6,69,14,447.965,424.825
76,6,69,15,87.4726,340.787
76,6,69,16,71.3837,331.262
76,6,69,17,39.5489,104.602
76,6,69,18,121.955,408.779
76,6,69,19,388.16,378.958
76,6,69,20,312.481,583.685
76,6,69,21,460.017,492.401
76,6,69,22,453.753,362.012
76,6,69,23,279.778,418.081
76,6,69,24,411.299,521.729
76,6,69,25,394.984,318.023
76,6,69,26,273.559,576.964
76,6,69,27,234.272,258.755
76,6,69,28,547.81,114.039
76,6,69,29,493.542,502.22
76,6,69,30,138.249,204.894
76,6,69,31,308.784,352.543
76,6,69,32,103.274,259.35
76,6,69,33,511.103,80.5111
76,6,69,34,3.67562,19.2696
76,6,69,35,348.629,77.0923
76,6,69,36,148.341,515.945
76,6,69,37,292.807,491.552
76,6,69,38,204.347,154.859
76,6,69,39,561.676,161.616
76,6,69,40,145.921,473.055
76,6,69,41,214.327,308.877
76,6,69,42,353.052,135.888
76,6,69,43,160.547,0.367395
76,6,69,44,376.459,193.759
76,6,69,45,250.35,436.446
76,6,69,46,409.397,279.272
76,6,69,47,470.982,178.007
76,6,69,48,179.134,102.646
76,6,69,49,536.329,327.388
76,6,69,50,380.671,93.0182
76,6,69,51,329.374,141.973
76,6,69,52,61.1232,45.0155
76,6,69,53,14.9104,216.689
76,6,69,54,226.902,463.631
76,6,69,55,24.5698,57.9092
76,6,69,56,483.66,396.943
76,6,69,57,366.217,208.754
76,6,69,58,239.611,451.87
76,6,69,59,188.828,296.975
76,6,69,60,520.559,548.866
76,6,69,61,342.752,30.3999
76,6,69,62,123.096,121.362
76,6,69,63,254.701,285.695
76,6,69,64,265.286,538.341
76,6,69,65,29.9086,567.232
76,6,69,66,528.1,37.9056
76,6,69,67,423.514,172.238
76,6,69,68,187.444,444.868
77,6,66,0,38.1807,493.159
77,6,66,1,342.382,50.2629
77,6,66,2,102.978,3.6719
77,6,66,3,122.659,249.31
77,6,66,4,130.58,75.5009
77,6,66,5,17.4326,448.735
77,6,66,6,93.3595,25.658
77,6,66,7,113.762,451.485
77,6,66,8,290.173,102.275
77,6,66,9,381.887,57.2601
77,6,66,10,71.4525,418.946
77,6,66,11,302.124,304.953
77,6,66,12,250.75,317.037
77,6,66,13,480.181,214.941
77,6,66,14,377.468,191.743
77,6,66,15,404.93,223.015
77,6,66,16,99.6497,180.529
77,6,66,17,446.96,153.96
77,6,66,18,276.177,423.575
77,6,66,19,196.393,461.269
77,6,66,20,238.712,275.354
77,6,66,21,53.4166,14.3033
77,6,66,22,497.019,505.758
77,6,66,23,215.858,327.484
77,6,66,24,82.3217,365.793
77,6,66,25,334.204,238.898
77,6,66,26,501.778,258.55
77,6,66,27,362.591,439.507
77,6,66,28,435.328,93.9637
77,6,66,29,367.206,169.687
77,6,66,30,6.68009,117.227
77,6,66,31,198.99,411.261
77,6,66,32,56.0763,146.786
77,6,66,33,295.057,348.871
77,6,66,34,322.059,284.082
77,6,66,35,208.426,381.483
77,6,66,36,67.8206,63.1147
77,6,66,37,155.048,484.64
77,6,66,38,513.684,131.255
77,6,66,39,429.517,360.529
77,6,66,40,186.368,377.993
77,6,66,41,510.861,159.886
77,6,66,42,177.121,473
77,6,66,43,223.936,356.395
77,6,66,44,134.807,46.3565
77,6,66,45,397.852,480.914
77,6,66,46,271.272,200.976
77,6,66,47,314.722,271.082
77,6,66,48,265.765,17.8745
77,6,66,49,386.936,229.98
77,6,66,50,454.331,429.756
77,6,66,51,467.601,392.959
77,6,66,52,165.714,297.756
77,6,66,53,415.604,402.315
77,6,66,54,41.2891,340.37
77,6,66,55,348.89,247.488
77,6,66,56,149.356,82.5982
77,6,66,57,462.265,323.86
77,6,66,58,25.5229,89.5648
77,6,66,59,422.07,135.553
77,6,66,60,15.6237,209.17
77,6,66,61,233.331,290.363
77,6,66,62,164.098,116.156
77,6,66,63,327.779,32.2638
77,6,66,64,484.176,176.801
77,6,66,65,252.555,498.957
78,6,65,0,42.3361,63.1797
78,6,65,1,496.969,546.236
78,6,65,2,273.975,141.096
78,6,65,3,175.59,320.847
78,6,65,4,517.407,557.63
78,6,65,5,409.032,401.232
78,6,65,6,181.336,540.22
78,6,65,7,373.99,478.697
78,6,65,8,225.769,17.9473
78,6,65,9,83.1306,273.186
78,6,65,10,505.02,387.565
78,6,65,11,69.162,30.282
78,6,65,12,461.028,450.849
78,6,65,13,492.542,267.313
78,6,65,14,243.593,464.18
78,6,65,15,7.67773,172.899
78,6,65,16,358.726,206.923
78,6,65,17,92.9705,468.708
78,6,65,18,400.386,496.156
78,6,65,19,119.638,196.069
78,6,65,20,162.018,420.968
78,6,65,21,308.988,134.826
78,6,65,22,290.052,166.04
78,6,65,23,487.593,156.726
78,6,65,24,524.483,518.878
78,6,65,25,16.813,438.328
78,6,65,26,122.708,113.575
78,6,65,27,26.3362,215.935
78,6,65,28,296.916,533.747
78,6,65,29,80.7066,72.1507
78,6,65,30,230.727,296.778
78,6,65,31,477.738,367.776
78,6,65,32,260.915,129.253
78,6,65,33,53.1604,49.9833
78,6,65,34,140.062,336.107
78,6,65,35,429.93,343.009
78,6,65,36,322.526,376.001
78,6,65,37,356.707,326.826
78,6,65,38,388.256,189.955
78,6,65,39,249.669,221.897
78,6,65,40,431.872,507.64
78,6,65,41,210.314,302.838
78,6,65,42,33.7258,239.968
78,6,65,43,439.811,178.596
78,6,65,44,391.93,92.9602
78,6,65,45,305.034,486.708
78,6,65,46,150.892,39.0151
78,6,65,47,463.941,55.5779
78,6,65,48,200.161,419.159
78,6,65,49,447.29,307.998
78,6,65,50,343.89,229.173
78,6,65,51,131.756,356.857
78,6,65,52,165.055,516.832
78,6,65,53,280.282,245.538
78,6,65,54,112.839,85.6007
78,6,65,55,217.332,101.404
78,6,65,56,187.493,6.86625
78,6,65,57,341.159,563.642
78,6,65,58,10.6016,385.282
78,6,65,59,327.227,261.384
78,6,65,60,58.1592,8.7906
78,6,65,61,372.781,118.509
78,6,65,62,252.11,442.418
78,6,65,63,422.328,405.456
78,6,65,64,101.199,283.097
79,6,65,0,577.128,38.6018
79,6,65,1,107.663,32.7987
79,6,65,2,533.788,556.72
79,6,65,3,338.762,93.7637
79,6,65,4,229.745,217.388
79,6,65,5,171.126,410.456
79,6,65,6,393.906,478.299
79,6,65,7,134.697,108.479
79,6,65,8,81.9764,328.305
79,6,65,9,529.008,64.4637
79,6,65,10,407.973,162.918
79,6,65,11,187.134,134.922
79,6,65,12,351.291,208.915
79,6,65,13,220.788,465.858
79,6,65,14,481.472,529.667
79,6,65,15,437.931,297.261
79,6,65,16,32.0952,59.326
79,6,65,17,509.419,420.611
79,6,65,18,75.5094,476.377
79,6,65,19,492.446,348.317
79,6,65,20,567.071,25.4975
79,6,65,21,372.898,511.483
79,6,65,22,476.687,396.8
79,6,65,23,428.742,574.807
79,6,65,24,309.02,492.564
79,6,65,25,370.101,9.81432
79,6,65,26,518.777,97.7478
79,6,65,27,70.9081,454.057
79,6,65,28,273.159,427.86
79,6,65,29,16.6849,173.937
79,6,65,30,178.081,281.144
79,6,65,31,461.269,1.095
79,6,65,32,383.464,285.441
79,6,65,33,304.617,519.044
79,6,65,34,292.304,229.116
79,6,65,35,554.888,152.327
79,6,65,36,197.182,542.703
79,6,65,37,282.489,193.621
79,6,65,38,445.11,303.828
79,6,65,39,42.2624,322.734
79,6,65,40,270.372,503.766
79,6,65,41,505.45,46.9095
79,6,65,42,201.149,76.1758
79,6,65,43,4.66458,403.487
79,6,65,44,20.3272,199.776
79,6,65,45,118.253,370.429
79,6,65,46,111.523,123.968
79,6,65,47,416.167,559.631
79,6,65,48,453.565,314.54
79,6,65,49,398.94,356.801
79,6,65,50,329.106,448.811
79,6,65,51,142.403,248.078
79,6,65,52,260.297,531.946
79,6,65,53,53.6913,435.932
79,6,65,54,322.379,383.422
79,6,65,55,238.672,116.138
79,6,65,56,94.2049,185.705
79,6,65,57,357.467,241.093
79,6,65,58,145.333,379.239
79,6,65,59,584.789,338.232
79,6,65,60,211.601,232.105
79,6,65,61,550.292,88.2564
79,6,65,62,156.218,149.205
79,6,65,63,55.0028,261.855
79,6,65,64,250.986,267.55
80,6,64,0,337.073,191.276
80,6,64,1,478.093,313.96
80,6,64,2,214.64,354.811
80,6,64,3,404.358,124.199
80,6,64,4,59.1499,80.1816
80,6,64,5,196.813,429.095
80,6,64,6,81.9931,250.561
80,6,64,7,55.909,66.4175
80,6,64,8,405.686,3.14606
80,6,64,9,295.797,286.42
80,6,64,10,203.567,214.948
80,6,64,11,179.55,164.324
80,6,64,12,439.893,209.28
80,6,64,13,495.826,340.392
80,6,64,14,255.063,14.9394
80,6,64,15,35.3474,172.334
80,6,64,16,153.377,307.22
80,6,64,17,169.598,186.303
80,6,64,18,349.166,141.925
80,6,64,19,108.557,263.682
80,6,64,20,170.935,97.0853
80,6,64,21,66.2591,426.091
80,6,64,22,513.56,23.0087
80,6,64,23,317.633,486.687
80,6,64,24,158.131,150.039
80,6,64,25,362.958,298.097
80,6,64,26,315.234,59.3037
80,6,64,27,287.777,461.228
80,6,64,28,95.8733,38.6643
80,6,64,29,126.96,526.318
80,6,64,30,187.729,401.38
80,6,64,31,282.93,83.7248
80,6,64,32,395.333,249.098
80,6,64,33,262.499,224.9
80,6,64,34,80.6683,360.202
80,6,64,35,228.702,283.535
80,6,64,36,102.21,49.786
80,6,64,37,11.5473,407.898
80,6,64,38,135.566,523.843
80,6,64,39,140.522,387.552
80,6,64,40,373.443,481.383
80,6,64,41,246.823,541.107
80,6,64,42,268.707,502.662
80,6,64,43,226.536,102.974
80,6,64,44,235.007,437.984
80,6,64,45,341.96,197.884
80,6,64,46,116.23,154.351
80,6,64,47,429.86,471.07
80,6,64,48,493.686,514.169
80,6,64,49,364.822,327.904
80,6,64,50,325.317,26.7669
80,6,64,51,41.966,235.288
80,6,64,52,25.5331,567.762
80,6,64,53,472.33,369.028
80,6,64,54,416.206,490.667
80,6,64,55,20.1136,334.283
80,6,64,56,428.455,415.67
80,6,64,57,508.546,545.735
80,6,64,58,380.819,375.501
80,6,64,59,451.662,114.971
80,6,64,60,7.04914,451.669
80,6,64,61,306.278,560.494
80,6,64,62,455.627,270.149
80,6,64,63,467.79,129.884
81,6,60,0,473.325,467.545
81,6,60,1,311.484,23.5992
81,6,60,2,355.636,312.531
81,6,60,3,101.587,73.3498
81,6,60,4,87.0042,162.553
81,6,60,5,487.178,152.594
81,6,60,6,526.593,377.593
81,6,60,7,424.878,407.629
81,6,60,8,407.071,11.2585
81,6,60,9,385.762,210.355
81,6,60,10,31.1689,188.251
81,6,60,11,380.647,38.084
81,6,60,12,412.086,198.564
81,6,60,13,462.17,433.301
81,6,60,14,435.768,550.46
81,6,60,15,516.29,328.566
81,6,60,16,94.5583,82.5751
81,6,60,17,124.588,176.307
81,6,60,18,331.834,174.557
81,6,60,19,194.658,137.366
81,6,60,20,222.956,218.306
81,6,60,21,541.64,522.893
81,6,60,22,550.59,306.525
81,6,60,23,170.128,228.932
81,6,60,24,362.388,533.685
81,6,60,25,268.007,445.446
81,6,60,26,278.737,470.542
81,6,60,27,348.34,496.349
81,6,60,28,162.495,106.337
81,6,60,29,291.651,135.133
81,6,60,30,251.577,249.754
81,6,60,31,452.31,350.156
81,6,60,32,504.975,47.4378
81,6,60,33,55.4265,579.281
81,6,60,34,178.341,299.68
81,6,60,35,67.725,272.264
81,6,60,36,9.67759,242.936
81,6,60,37,496.989,107.587
81,6,60,38,74.5979,288.572
81,6,60,39,562.178,426.181
81,6,60,40,256.155,332.909
81,6,60,41,201.943,571.941
81,6,60,42,25.7888,280.618
81,6,60,43,340.489,457.634
81,6,60,44,446.814,564.085
81,6,60,45,130.172,49.7455
81,6,60,46,299.904,540.072
81,6,60,47,244.2,417.981
81,6,60,48,536.579,359.062
81,6,60,49,43.066,2.58549
81,6,60,50,146.396,499.444
81,6,60,51,17.7234,508.469
81,6,60,52,313.732,368.152
81,6,60,53,568.525,396.056
81,6,60,54,584.282,385.027
81,6,60,55,116.175,126.484
81,6,60,56,398.295,486.308
81,6,60,57,213.787,67.6875
81,6,60,58,233.111,255.189
81,6,60,59,149.026,88.0333
82,6,60,0,373.682,298.208
82,6,60,1,138.507,373.184
82,6,60,2,307.442,287.685
82,6,60,3,202.917,409.562
82,6,60,4,112.716,76.7821
82,6,60,5,181.776,35.4008
82,6,60,6,129.803,235.142
82,6,60,7,229.432,161.271
82,6,60,8,451.216,479.301
82,6,60,9,324.857,47.1905
82,6,60,10,75.1723,21.845
82,6,60,11,470.972,370.305
82,6,60,12,190.534,281.911
82,6,60,13,50.0451,176.8
82,6,60,14,461.429,389.858
82,6,60,15,107.518,433.692
82,6,60,16,411.145,95.2878
82,6,60,17,0.514525,201.71
82,6,60,18,311.155,3.54721
82,6,60,19,495.215,65.0865
82,6,60,20,391.218,272.551
82,6,60,21,172.73,147.232
82,6,60,22,120.318,194.071
82,6,60,23,240.725,104.154
82,6,60,24,289.688,498.504
82,6,60,25,251.11,248.811
82,6,60,26,223.941,403.656
82,6,60,27,362.892,474.455
82,6,60,28,354.399,95.9717
82,6,60,29,274.972,223.832
82,6,60,30,439.027,392.016
82,6,60,31,150.462,213.812
82,6,60,32,11.0767,56.6274
82,6,60,33,161.246,488.4
82,6,60,34,479.716,134.582
82,6,60,35,87.1978,359.579
82,6,60,36,408.239,459.489
82,6,60,37,425.21,310.926
82,6,60,38,214.833,446.856
82,6,60,39,278.263,333.523
82,6,60,40,247.753,460.64
82,6,60,41,18.6412,427.561
82,6,60,42,92.1037,168.351
82,6,60,43,146.266,12.382
82,6,60,44,339.432,79.7256
82,6,60,45,37.8455,188.602
82,6,60,46,264.751,29.617
82,6,60,47,299.785,227.309
82,6,60,48,423.519,124.064
82,6,60,49,26.107,119.216
82,6,60,50,399.527,511.957
82,6,60,51,375.865,265.906
82,6,60,52,197.06,258.593
82,6,60,53,332.294,349.24
82,6,60,54,58.9205,153.07
82,6,60,55,70.1534,506.078
82,6,60,56,346.047,417.616
82,6,60,57,448.467,345.394
82,6,60,58,47.6646,322.677
82,6,60,59,483.552,312.393
83,6,68,0,415.607,74.5557
83,6,68,1,34.1434,356.283
83,6,68,2,475.793,425.28
83,6,68,3,72.8448,58.0956
83,6,68,4,397.688,280.61
83,6,68,5,254.348,403.97
83,6,68,6,50.2334,327.384
83,6,68,7,438.287,264.067
83,6,68,8,466.719,9.90089
83,6,68,9,402.581,170.811
83,6,68,10,373.726,237.522
83,6,68,11,133.953,498.984
83,6,68,12,15.1681,334.346
83,6,68,13,219.875,139.807
83,6,68,14,189.992,67.1979
83,6,68,15,170.692,452.079
83,6,68,16,276.169,224.245
83,6,68,17,426.859,301.753
83,6,68,18,366.022,255.485
83,6,68,19,508.865,84.4548
83,6,68,20,117.186,312.517
83,6,68,21,458.532,527.893
83,6,68,22,126.896,183.066
83,6,68,23,442.57,210.163
83,6,68,24,416.714,467.8
83,6,68,25,501.591,117.977
83,6,68,26,285.774,338.958
83,6,68,27,281.367,35.8022
83,6,68,28,501.113,511.465
83,6,68,29,61.5343,192.426
83,6,68,30,361.912,283.391
83,6,68,31,320.619,363.049
83,6,68,32,300.986,153.627
83,6,68,33,167.148,42.5666
83,6,68,34,264.222,305.575
83,6,68,35,25.5498,147.198
83,6,68,36,61.8671,476.67
83,6,68,37,330.502,245.309
83,6,68,38,350.219,227.949
83,6,68,39,299.204,483.814
83,6,68,40,451.333,374.284
83,6,68,41,194.75,17.4342
83,6,68,42,336.049,345.336
83,6,68,43,148.268,379.178
83,6,68,44,478.991,521.504
83,6,68,45,517.638,129.887
83,6,68,46,87.1958,101.148
83,6,68,47,202.347,441.551
83,6,68,48,156.944,411.511
83,6,68,49,114.756,431.456
83,6,68,50,99.0096,91.9472
83,6,68,51,260.716,296.439
83,6,68,52,79.7513,106.995
83,6,68,53,382.838,501.464
83,6,68,54,230.694,202.316
83,6,68,55,208.818,214.837
83,6,68,56,139.716,115.561
83,6,68,57,345.307,51.8931
83,6,68,58,20.6367,417.195
83,6,68,59,488.738,175.006
83,6,68,60,178.713,269.639
83,6,68,61,235.971,394.616
83,6,68,62,246.519,7.09012
83,6,68,63,45.3929,28.5849
83,6,68,64,313.506,158.048
83,6,68,65,7.39447,385.741
83,6,68,66,103.041,471.909
83,6,68,67,389.226,453.371
84,6,69,0,378.801,168.15
84,6,69,1,9.86858,510.274
84,6,69,2,538.623,82.0808
84,6,69,3,156.797,65.4259
84,6,69,4,424.627,91.1814
84,6,69,5,545.624,245.204
84,6,69,6,388.143,121.255
84,6,69,7,420.194,328.63
84,6,69,8,92.1731,195.389
84,6,69,9,443.922,289.081
84,6,69,10,143.342,137.809
84,6,69,11,343.817,104.363
84,6,69,12,63.3845,390.463
84,6,69,13,40.8301,467.032
84,6,69,14,475.265,225.564
84,6,69,15,177.607,40.2643
84,6,69,16,477.467,518.434
84,6,69,17,219.082,156.483
84,6,69,18,241.297,437.379
84,6,69,19,391.09,27.7874
84,6,69,20,168.687,178.168
84,6,69,21,101.713,406.524
84,6,69,22,288.863,112.484
84,6,69,23,351.567,492.836
84,6,69,24,234.607,350.962
84,6,69,25,323.936,315.638
84,6,69,26,466.242,367.194
84,6,69,27,410.531,48.6185
84,6,69,28,69.8207,546.763
84,6,69,29,198.008,449.739
84,6,69,30,341.553,175.059
84,6,69,31,25.4086,527.6
84,6,69,32,127.721,385.302
84,6,69,33,247.555,263.091
84,6,69,34,39.3679,504.386
84,6,69,35,16.6244,430.107
84,6,69,36,267.742,19.839
84,6,69,37,283.513,397.843
84,6,69,38,114.852,378.488
84,6,69,39,107.473,454.218
84,6,69,40,329.105,419.67
84,6,69,41,494.513,15.6723
84,6,69,42,0.43599,551.38
84,6,69,43,205.233,123.949
84,6,69,44,518.053,334.284
84,6,69,45,301.325,427.063
84,6,69,46,492.843,294.144
84,6,69,47,370.796,44.1918
84,6,69,48,214.659,342.359
84,6,69,49,312.184,76.395
84,6,69,50,459.375,210.195
84,6,69,51,222.814,539.88
84,6,69,52,274.773,152.111
84,6,69,53,400.99,236.775
84,6,69,54,184.014,229.812
84,6,69,55,525.722,304.513
84,6,69,56,260.829,191.38
84,6,69,57,77.5688,5.5103
84,6,69,58,307.132,277.575
84,6,69,59,361.216,497.262
84,6,69,60,165.462,358.963
84,6,69,61,513.974,133.164
84,6,69,62,431.862,471.605
84,6,69,63,138.727,310.837
84,6,69,64,122.428,483.619
84,6,69,65,80.2475,212.156
84,6,69,66,52.7772,271.875
84,6,69,67,502.027,258.61
84,6,69,68,451.019,58.1853
85,6,66,0,490.314,475.238
85,6,66,1,441.516,317.363
85,6,66,2,335.389,414.211
85,6,66,3,146.754,148.113
85,6,66,4,108.026,118.643
85,6,66,5,181.43,489.867
85,6,66,6,296.465,287.241
85,6,66,7,454.67,61.7623
85,6,66,8,114.434,453.247
85,6,66,9,279.786,108.901
85,6,66,10,518.14,255.436
85,6,66,11,373.273,421.257
85,6,66,12,569.883,353.164
85,6,66,13,283.248,345.622
85,6,66,14,227.585,21.1819
85,6,66,15,38.4279,182.297
85,6,66,16,445.146,14.784
85,6,66,17,586.419,394.307
85,6,66,18,51.4823,357.078
85,6,66,19,319.205,229.331
85,6,66,20,239.772,244.38
85,6,66,21,315.894,456.267
85,6,66,22,485.722,40.2672
85,6,66,23,461.816,434.575
85,6,66,24,220.715,163.295
85,6,66,25,477.149,175.332
85,6,66,26,306.911,171.562
85,6,66,27,556.806,402.357
85,6,66,28,539.219,56.4235
85,6,66,29,329.607,51.2929
85,6,66,30,199.687,268.433
85,6,66,31,157.857,35.2542
85,6,66,32,118.372,484.015
85,6,66,33,589.519,193.206
85,6,66,34,22.6092,28.1632
85,6,66,35,165.324,201.51
85,6,66,36,407.188,337.981
85,6,66,37,502.449,444.058
85,6,66,38,356.3,158.153
85,6,66,39,531.97,273.761
85,6,66,40,128.504,383.838
85,6,66,41,97.5032,90.1281
85,6,66,42,507.378,211.278
85,6,66,43,255.251,72.3724
85,6,66,44,33.1924,319.311
85,6,66,45,264.993,222.693
85,6,66,46,390.782,129.687
85,6,66,47,381.254,212.955
85,6,66,48,16.7759,102.363
85,6,66,49,542.97,493.769
85,6,66,50,68.6055,297.321
85,6,66,51,252.784,124.435
85,6,66,52,363.106,371.153
85,6,66,53,208.427,136.779
85,6,66,54,85.5225,3.06649
85,6,66,55,1.16902,372.222
85,6,66,56,75.3537,429.538
85,6,66,57,173.26,462.88
85,6,66,58,142.973,304.615
85,6,66,59,561.415,295.262
85,6,66,60,56.0506,77.3609
85,6,66,61,190.284,397.9
85,6,66,62,426.1,259.392
85,6,66,63,344.235,95.3921
85,6,66,64,404.765,329.472
85,6,66,65,421.959,235.62
86,6,66,0,298.372,79.0513
86,6,66,1,219.875,301.609
86,6,66,2,278.456,150.765
86,6,66,3,85.9962,248.252
86,6,66,4,32.441,500.018
86,6,66,5,180.605,401.95
86,6,66,6,398.683,188.646
86,6,66,7,195.299,235.038
86,6,66,8,468.692,502.24
86,6,66,9,295.135,53.0773
86,6,66,10,267.812,30.6933
86,6,66,11,147.634,281.621
86,6,66,12,141.701,510.618
86,6,66,13,323.105,125.269
86,6,66,14,132.234,100.813
86,6,66,15,18.1289,420.331
86,6,66,16,158.843,201.975
86,6,66,17,361.092,141.832
86,6,66,18,106.776,177.01
86,6,66,19,416.439,264.643
86,6,66,20,256.175,332.028
86,6,66,21,74.5551,116.948
86,6,66,22,481.814,348.647
86,6,66,23,342.822,95.9169
86,6,66,24,3.69308,384.273
86,6,66,25,412.538,519.158
86,6,66,26,507.194,200.11
86,6,66,27,89.4727,142.135
86,6,66,28,187.087,473.422
86,6,66,29,165.968,482.508
86,6,66,30,237.471,435.696
86,6,66,31,31.5591,542.577
86,6,66,32,512.407,337.778
86,6,66,33,374.166,212.986
86,6,66,34,248.678,13.2648
86,6,66,35,306.407,1.64533
86,6,66,36,48.1228,218.925
86,6,66,37,42.3851,462.828
86,6,66,38,377.369,159.79
86,6,66,39,312.857,367.913
86,6,66,40,333.303,542.769
86,6,66,41,281.197,456.58
86,6,66,42,427.273,91.3372
86,6,66,43,117.939,377.148
86,6,66,44,15.7998,290.982
86,6,66,45,404.341,44.6822
86,6,66,46,389.218,173.176
86,6,66,47,356.705,442.999
86,6,66,48,521.32,354.564
86,6,66,49,124.258,228.966
86,6,66,50,226.351,532.156
86,6,66,51,210.145,18.8399
86,6,66,52,445.547,398.479
86,6,66,53,479.249,273.377
86,6,66,54,463.834,428.879
86,6,66,55,491.816,487.248
86,6,66,56,453.469,74.7638
86,6,66,57,172.818,363.437
86,6,66,58,435.104,112.329
86,6,66,59,64.8624,320.879
86,6,66,60,201.663,296.523
86,6,66,61,101.63,60.6971
86,6,66,62,240.116,311.541
86,6,66,63,350.665,34.8746
86,6,66,64,57.0978,255.723
86,6,66,65,502.933,416.751
87,6,63,0,124.535,65.9643
87,6,63,1,3.13286,303.995
87,6,63,2,117.718,285.019
87,6,63,3,99.7865,429.93
87,6,63,4,319.703,123.749
87,6,63,5,292.508,514.001
87,6,63,6,414.068,53.7665
87,6,63,7,56.8505,336.438
87,6,63,8,176.932,453.938
87,6,63,9,329.221,134.875
87,6,63,10,271.435,81.0212
87,6,63,11,501.462,408.603
87,6,63,12,94.4555,237.21
87,6,63,13,425.718,496.992
87,6,63,14,397.519,350.679
87,6,63,15,186.012,367.919
87,6,63,16,72.0173,376.053
87,6,63,17,109.911,530.497
87,6,63,18,381.826,115.476
87,6,63,19,341.725,144.066
87,6,63,20,325.766,195.635
87,6,63,21,35.9069,102.075
87,6,63,22,469.247,316.317
87,6,63,23,284.697,209.458
87,6,63,24,367.736,146.411
87,6,63,25,237.428,486.226
87,6,63,26,20.6452,305.915
87,6,63,27,203.114,153.212
87,6,63,28,89.3786,175.161
87,6,63,29,489.017,523.432
87,6,63,30,435.398,461.005
87,6,63,31,480.394,261.868
87,6,63,32,257.071,278.736
87,6,63,33,169.177,94.9843
87,6,63,34,358.588,220.067
87,6,63,35,461.491,471.848
87,6,63,36,215.451,483.604
87,6,63,37,195.465,240.239
87,6,63,38,241.126,325.414
87,6,63,39,65.2982,248.941
87,6,63,40,348.217,419.993
87,6,63,41,516.629,24.1696
87,6,63,42,246.346,9.68449
87,6,63,43,162.681,364.391
87,6,63,44,303.97,48.78
87,6,63,45,430.957,395.097
87,6,63,46,42.9624,345.076
87,6,63,47,210.788,180.798
87,6,63,48,78.9702,31.7894
87,6,63,49,153.317,289.128
87,6,63,50,370.215,385.839
87,6,63,51,386.745,438.452
87,6,63,52,451.521,401.103
87,6,63,53,30.6452,448.922
87,6,63,54,138.161,193.274
87,6,63,55,140.205,75.3432
87,6,63,56,496.776,165.965
87,6,63,57,222.842,225.685
87,6,63,58,407.591,6.10294
87,6,63,59,263.429,90.0623
87,6,63,60,300.272,265.339
87,6,63,61,9.47443,34.202
87,6,63,62,445.006,501.412
88,6,63,0,185.016,16.2798
88,6,63,1,329.511,81.864
88,6,63,2,73.7638,394.68
88,6,63,3,133.461,328.293
88,6,63,4,230.404,443.353
88,6,63,5,67.7966,36.252
88,6,63,6,46.1363,360.61
88,6,63,7,101.162,351.181
88,6,63,8,479.914,198.695
88,6,63,9,81.4318,277.708
88,6,63,10,208.066,122.746
88,6,63,11,517.902,578.572
88,6,63,12,359.934,229.369
88,6,63,13,107.917,377.698
88,6,63,14,420.149,245.806
88,6,63,15,441.633,310.19
88,6,63,16,20.596,258.392
88,6,63,17,120.97,364.749
88,6,63,18,181.735,284.941
88,6,63,19,550.063,71.7384
88,6,63,20,469.88,389.148
88,6,63,21,291.007,526.962
88,6,63,22,538.704,53.4471
88,6,63,23,96.3168,505.141
88,6,63,24,494.33,266.195
88,6,63,25,11.0017,23.1045
88,6,63,26,149.308,437.027
88,6,63,27,340.138,559.8
88,6,63,28,279.531,417.482
88,6,63,29,437.475,218.549
88,6,63,30,221.404,192.269
88,6,63,31,346.053,341.706
88,6,63,32,1.56214,117.919
88,6,63,33,482.331,154.608
88,6,63,34,199.942,477.157
88,6,63,35,124.637,61.5825
88,6,63,36,509.266,136.122
88,6,63,37,37.6487,404.561
88,6,63,38,32.4905,493.69
88,6,63,39,384.109,460.089
88,6,63,40,392.269,298.745
88,6,63,41,283.935,92.8147
88,6,63,42,264.921,168.603
88,6,63,43,370.497,104.574
88,6,63,44,166.796,453.218
88,6,63,45,212.626,240.167
88,6,63,46,500.035,470.574
88,6,63,47,454.438,540.065
88,6,63,48,307.937,548.682
88,6,63,49,457.923,426.089
88,6,63,50,427.633,161.957
88,6,63,51,321.882,99.7832
88,6,63,52,533.617,149.218
88,6,63,53,164.839,496.341
88,6,63,54,404.796,323.899
88,6,63,55,305.604,587.863
88,6,63,56,353.575,566.24
88,6,63,57,52.6493,212.038
88,6,63,58,399.001,3.52508
88,6,63,59,142.958,44.0915
88,6,63,60,246.629,308.228
88,6,63,61,257.584,518.257
88,6,63,62,239.085,183.496
89,6,60,0,10.5818,214.489
89,6,60,1,186.786,149.89
89,6,60,2,515.672,246.445
89,6,60,3,122.586,388.056
89,6,60,4,404.78,79.3881
89,6,60,5,477.76,137.097
89,6,60,6,240.979,221.731
89,6,60,7,307.553,524.211
89,6,60,8,63.4212,98.536
89,6,60,9,367.126,190.294
89,6,60,10,356.817,23.1596
89,6,60,11,222.72,516.31
89,6,60,12,88.2943,399.323
89,6,60,13,272.363,44.3946
89,6,60,14,260.579,8.11916
89,6,60,15,313.398,462.604
89,6,60,16,32.5243,338.715
